seq,commit_ts,op,tarjeta,perfil,zona_residencia,estado
14686,2026-06-22T00:42:00,INSERT,TC-00031566,trabajador,Zona 4,ACTIVA
14687,2026-06-22T04:03:00,INSERT,TC-00009639,adulto_mayor,Zona 11,ACTIVA
14688,2026-06-22T01:41:00,INSERT,TC-00049349,general,Zona 12,ACTIVA
14689,2026-06-22T03:11:00,INSERT,0000038943,trabajador,Zona 6,ACTIVA
14690,2026-06-22T06:23:00,INSERT,TC-00035261,trabajador,Zona 4,ACTIVA
14691,2026-06-22T11:31:00,INSERT,TC-00027811,trabajador,Zona 1,ACTIVA
14692,2026-06-22T11:23:00,INSERT,TC-00050758,estudiante,Zona 9,ACTIVA
14693,2026-06-22T22:32:00,INSERT,TC-00025613,general,Zona 4,ACTIVA
14694,2026-06-22T17:57:00,INSERT,TC-00036047,trabajador,Zona 7,ACTIVA
14695,2026-06-22T17:30:00,INSERT,TC-00019936,adulto_mayor,Zona 1,ACTIVA
14696,2026-06-22T15:03:00,INSERT,TC-00013658,trabajador,Zona 10,ACTIVA
14697,2026-06-22T02:34:00,INSERT,TC-00009993,trabajador,Villa Nueva,ACTIVA
14698,2026-06-22T07:41:00,INSERT,0000004480,general,Zona 17,ACTIVA
14699,2026-06-22T08:06:00,INSERT,0000025166,trabajador,Zona 18,ACTIVA
14700,2026-06-22T16:20:00,INSERT,0000035976,trabajador,Zona 9,ACTIVA
14701,2026-06-22T16:50:00,INSERT,MR0052121,trabajador,Zona 17,ACTIVA
14702,2026-06-22T19:09:00,INSERT,TC-00040554,trabajador,Zona 9,ACTIVA
14703,2026-06-22T13:00:00,INSERT,TC-00048179,trabajador,Zona 7,ACTIVA
14704,2026-06-22T02:31:00,INSERT,TC-00001316,trabajador,Mixco,ACTIVA
14705,2026-06-22T07:46:00,INSERT,TC-00018940,trabajador,Zona 13,ACTIVA
14706,2026-06-22T08:32:00,INSERT,TC-00055924,trabajador,Zona 12,ACTIVA
14707,2026-06-22T11:55:00,INSERT,MR0016145,trabajador,Zona 7,ACTIVA
14708,2026-06-22T06:20:00,INSERT,TC-00059609,trabajador,Zona 17,ACTIVA
14709,2026-06-22T22:15:00,INSERT,0000013148,general,Villa Nueva,ACTIVA
14710,2026-06-22T20:26:00,INSERT,TC-00020733,general,Zona 11,ACTIVA
14711,2026-06-22T08:27:00,INSERT,SIN-TARJETA,trabajador,Zona 1,ACTIVA
14712,2026-06-22T19:13:00,INSERT,TC-00037986,general,Zona 17,ACTIVA
14713,2026-06-22T11:40:00,INSERT,TC-00037254,trabajador,Zona 1,ACTIVA
14714,2026-06-22T06:53:00,INSERT,0000008294,trabajador,Zona 4,ACTIVA
14715,2026-06-22T02:16:00,INSERT,TC-00019126,trabajador,Zona 18,ACTIVA
14716,2026-06-22T15:16:00,INSERT,TC-00011675,general,Zona 1,ACTIVA
14717,2026-06-22T03:49:00,INSERT,0000021253,adulto_mayor,Zona 11,ACTIVA
14718,2026-06-22T06:16:00,INSERT,TC-00018302,trabajador,Villa Nueva,ACTIVA
14719,2026-06-22T13:42:00,INSERT,TC-00059872,trabajador,Zona 6,ACTIVA
14720,2026-06-22T20:32:00,INSERT,0000022106,trabajador,Zona 4,ACTIVA
14721,2026-06-22T05:58:00,INSERT,0000041247,general,Zona 18,ACTIVA
14722,2026-06-22T13:33:00,INSERT,TC-00053123,trabajador,Zona 1,ACTIVA
14723,2026-06-22T14:52:00,INSERT,TC-00028836,general,Zona 6,ACTIVA
14724,2026-06-22T13:36:00,INSERT,TC-00052641,general,Zona 8,ACTIVA
14725,2026-06-22T14:44:00,INSERT,TC-00011924,adulto_mayor,Zona 1,ACTIVA
14726,2026-06-22T10:42:00,INSERT,TC-00020435,general,Villa Nueva,ACTIVA
14727,2026-06-22T20:30:00,INSERT,TC-00013467,general,San Miguel Petapa,ACTIVA
14728,2026-06-22T16:56:00,INSERT,SIN-TARJETA,trabajador,Zona 4,ACTIVA
14729,2026-06-22T12:11:00,INSERT,TC-00005628,trabajador,Zona 10,ACTIVA
14730,2026-06-22T10:54:00,INSERT,TC-00028248,estudiante,Zona 13,ACTIVA
14731,2026-06-22T20:09:00,UPDATE,SIN-TARJETA,general,Zona 11,ACTIVA
14732,2026-06-22T13:05:00,UPDATE,TC-00007218,trabajador,Zona 7,ACTIVA
14733,2026-06-22T12:48:00,UPDATE,TC-00003048,trabajador,Zona 6,ACTIVA
14734,2026-06-22T03:56:00,UPDATE,TC-00022892,trabajador,Zona 4,ACTIVA
14735,2026-06-22T10:22:00,UPDATE,TC-00008472,adulto_mayor,Zona 13,ACTIVA
14736,2026-06-22T19:24:00,UPDATE,SIN-TARJETA,general,Zona 9,ACTIVA
14737,2026-06-22T17:35:00,UPDATE,0000030673,general,Zona 13,ACTIVA
14738,2026-06-22T08:54:00,UPDATE,0000010291,trabajador,Santa Catarina Pinula,ACTIVA
14739,2026-06-22T14:32:00,UPDATE,TC-00003071,trabajador,Zona 7,ACTIVA
14740,2026-06-22T03:46:00,UPDATE,TC-00022212,adulto_mayor,San Miguel Petapa,ACTIVA
14741,2026-06-22T13:50:00,UPDATE,TC-00006380,general,Zona 9,ACTIVA
14742,2026-06-22T07:12:00,UPDATE,TC-00013756,general,Zona 18,ACTIVA
14743,2026-06-22T04:27:00,UPDATE,TC-00000379,adulto_mayor,Mixco,ACTIVA
14744,2026-06-22T13:37:00,UPDATE,SIN-TARJETA,estudiante,Zona 13,ACTIVA
14745,2026-06-22T22:58:00,UPDATE,TC-00006016,adulto_mayor,Zona 8,ACTIVA
14746,2026-06-22T17:22:00,UPDATE,TC-00002891,adulto_mayor,Mixco,ACTIVA
14747,2026-06-22T07:15:00,UPDATE,TC-00006984,general,Zona 8,ACTIVA
14748,2026-06-22T10:56:00,UPDATE,TC-00000458,adulto_mayor,Zona 8,ACTIVA
14749,2026-06-22T21:26:00,UPDATE,TC-00022587,estudiante,Zona 13,ACTIVA
14750,2026-06-22T12:24:00,UPDATE,TC-00042367,adulto_mayor,Santa Catarina Pinula,ACTIVA
14751,2026-06-22T23:23:00,UPDATE,TC-00005495,estudiante,Zona 8,ACTIVA
14752,2026-06-22T12:11:00,UPDATE,0000006219,estudiante,Zona 9,ACTIVA
14753,2026-06-22T18:50:00,UPDATE,0000026521,adulto_mayor,Zona 7,ACTIVA
14754,2026-06-22T19:49:00,UPDATE,TC-00051723,adulto_mayor,Zona 18,ACTIVA
14755,2026-06-22T18:36:00,UPDATE,SIN-TARJETA,adulto_mayor,Zona 4,ACTIVA
14756,2026-06-22T12:33:00,UPDATE,TC-00017431,general,Zona 6,ACTIVA
14757,2026-06-22T09:20:00,UPDATE,TC-00018121,trabajador,Zona 11,ACTIVA
14758,2026-06-22T22:50:00,UPDATE,MR0009473,estudiante,Zona 18,ACTIVA
14759,2026-06-22T15:15:00,UPDATE,TC-00057007,trabajador,Zona 9,ACTIVA
14760,2026-06-22T16:23:00,UPDATE,TC-00034348,trabajador,Zona 10,ACTIVA
14761,2026-06-22T00:48:00,UPDATE,TC-00049575,trabajador,Zona 11,ACTIVA
14762,2026-06-22T18:26:00,UPDATE,TC-00032640,estudiante,Zona 1,ACTIVA
14763,2026-06-22T10:27:00,UPDATE,TC-00059546,adulto_mayor,Zona 12,ACTIVA
14764,2026-06-22T21:36:00,UPDATE,TC-00048913,general,Zona 6,ACTIVA
14765,2026-06-22T06:05:00,UPDATE,SIN-TARJETA,trabajador,Zona 8,ACTIVA
14766,2026-06-22T04:51:00,UPDATE,TC-00009829,general,Zona 18,ACTIVA
14767,2026-06-22T21:52:00,UPDATE,TC-00011106,general,Zona 18,ACTIVA
14768,2026-06-22T23:44:00,UPDATE,0000042296,estudiante,Zona 8,ACTIVA
14769,2026-06-22T01:42:00,UPDATE,TC-00017904,estudiante,Zona 6,ACTIVA
14770,2026-06-22T17:53:00,UPDATE,TC-00022181,adulto_mayor,San Miguel Petapa,ACTIVA
14771,2026-06-22T11:00:00,UPDATE,TC-00058800,estudiante,Zona 17,ACTIVA
14772,2026-06-22T00:15:00,UPDATE,0000040633,general,Zona 13,ACTIVA
14773,2026-06-22T04:02:00,UPDATE,TC-00058489,general,Zona 1,ACTIVA
14774,2026-06-22T08:30:00,UPDATE,0000057173,estudiante,Zona 7,ACTIVA
14775,2026-06-22T15:14:00,UPDATE,TC-00044577,adulto_mayor,Mixco,ACTIVA
14776,2026-06-22T22:56:00,UPDATE,TC-00048616,trabajador,Zona 18,ACTIVA
14777,2026-06-22T20:09:00,UPDATE,SIN-TARJETA,trabajador,San Miguel Petapa,ACTIVA
14778,2026-06-22T04:11:00,UPDATE,TC-00032499,trabajador,Zona 6,ACTIVA
14779,2026-06-22T22:54:00,UPDATE,TC-00037250,adulto_mayor,Santa Catarina Pinula,ACTIVA
14780,2026-06-22T07:59:00,UPDATE,TC-00057686,estudiante,Zona 7,ACTIVA
14781,2026-06-22T15:25:00,UPDATE,TC-00051870,trabajador,Zona 17,ACTIVA
14782,2026-06-22T13:17:00,UPDATE,TC-00034853,adulto_mayor,San Miguel Petapa,ACTIVA
14783,2026-06-22T20:20:00,UPDATE,TC-00003751,adulto_mayor,Zona 13,ACTIVA
14784,2026-06-22T05:42:00,UPDATE,TC-00012283,adulto_mayor,Mixco,ACTIVA
14785,2026-06-22T05:20:00,UPDATE,TC-00006660,adulto_mayor,Villa Nueva,ACTIVA
14786,2026-06-22T11:22:00,UPDATE,TC-00048345,estudiante,Zona 17,ACTIVA
14787,2026-06-22T04:26:00,UPDATE,TC-00002770,estudiante,Zona 4,ACTIVA
14788,2026-06-22T19:32:00,UPDATE,TC-00022526,trabajador,Zona 9,ACTIVA
14789,2026-06-22T09:54:00,UPDATE,TC-00033722,estudiante,San Miguel Petapa,ACTIVA
14790,2026-06-22T03:46:00,UPDATE,TC-00035788,general,Zona 7,ACTIVA
14791,2026-06-22T20:23:00,UPDATE,TC-00039561,general,Zona 10,ACTIVA
14792,2026-06-22T02:31:00,UPDATE,TC-00027475,general,Zona 8,ACTIVA
14793,2026-06-22T22:27:00,UPDATE,TC-00017121,adulto_mayor,San Miguel Petapa,ACTIVA
14794,2026-06-22T03:24:00,UPDATE,TC-00044670,trabajador,Zona 10,ACTIVA
14795,2026-06-22T00:53:00,UPDATE,TC-00020206,adulto_mayor,Zona 8,ACTIVA
14796,2026-06-22T05:27:00,UPDATE,TC-00034667,general,Zona 17,ACTIVA
14797,2026-06-22T12:40:00,UPDATE,TC-00006533,estudiante,Zona 10,ACTIVA
14798,2026-06-22T10:38:00,UPDATE,0000032364,general,Zona 6,ACTIVA
14799,2026-06-22T03:08:00,UPDATE,SIN-TARJETA,general,Zona 8,ACTIVA
14800,2026-06-22T00:01:00,UPDATE,TC-00053190,estudiante,Zona 9,ACTIVA
14801,2026-06-22T10:26:00,UPDATE,TC-00055261,general,Santa Catarina Pinula,ACTIVA
14802,2026-06-22T09:06:00,UPDATE,TC-00022371,estudiante,San Miguel Petapa,ACTIVA
14803,2026-06-22T05:21:00,UPDATE,TC-00053821,adulto_mayor,Santa Catarina Pinula,ACTIVA
14804,2026-06-22T00:42:00,UPDATE,MR0026216,trabajador,Mixco,ACTIVA
14805,2026-06-22T16:16:00,UPDATE,TC-00040696,general,Zona 4,ACTIVA
14806,2026-06-22T16:03:00,UPDATE,TC-00026716,adulto_mayor,Zona 4,ACTIVA
14807,2026-06-22T10:51:00,UPDATE,TC-00033078,adulto_mayor,Zona 17,ACTIVA
14808,2026-06-22T17:29:00,UPDATE,TC-00041971,trabajador,Zona 11,ACTIVA
14809,2026-06-22T04:48:00,UPDATE,0000020693,adulto_mayor,Zona 13,ACTIVA
14810,2026-06-22T21:32:00,UPDATE,TC-00007240,adulto_mayor,Zona 12,ACTIVA
14811,2026-06-22T06:07:00,UPDATE,0000009183,adulto_mayor,Zona 8,ACTIVA
14812,2026-06-22T15:23:00,UPDATE,TC-00021523,estudiante,Villa Nueva,ACTIVA
14813,2026-06-22T20:43:00,UPDATE,0000037086,estudiante,Zona 6,ACTIVA
14814,2026-06-22T15:38:00,UPDATE,TC-00001416,estudiante,Zona 9,ACTIVA
14815,2026-06-22T23:17:00,UPDATE,TC-00006462,estudiante,Zona 4,ACTIVA
14816,2026-06-22T09:43:00,UPDATE,TC-00036608,estudiante,Zona 9,ACTIVA
14817,2026-06-22T19:38:00,UPDATE,TC-00052384,adulto_mayor,Zona 12,ACTIVA
14818,2026-06-22T11:26:00,UPDATE,TC-00041295,general,Villa Nueva,ACTIVA
14819,2026-06-22T02:04:00,UPDATE,0000005933,estudiante,Zona 6,ACTIVA
14820,2026-06-22T05:36:00,UPDATE,TC-00038320,trabajador,Zona 9,ACTIVA
14821,2026-06-22T23:07:00,UPDATE,TC-00012857,estudiante,Zona 6,ACTIVA
14822,2026-06-22T08:49:00,UPDATE,0000033326,general,Zona 18,ACTIVA
14823,2026-06-22T22:51:00,UPDATE,SIN-TARJETA,adulto_mayor,Zona 17,ACTIVA
14824,2026-06-22T03:46:00,UPDATE,MR0023652,adulto_mayor,Zona 1,ACTIVA
14825,2026-06-22T18:05:00,UPDATE,TC-00051611,estudiante,Zona 9,ACTIVA
14826,2026-06-22T20:56:00,UPDATE,SIN-TARJETA,general,Zona 6,ACTIVA
14827,2026-06-22T08:39:00,UPDATE,TC-00043250,estudiante,Zona 17,ACTIVA
14828,2026-06-22T10:50:00,UPDATE,TC-00006047,adulto_mayor,Zona 6,ACTIVA
14829,2026-06-22T15:19:00,UPDATE,TC-00048717,adulto_mayor,Zona 7,ACTIVA
14830,2026-06-22T00:07:00,UPDATE,TC-00041837,general,Zona 12,ACTIVA
14831,2026-06-22T23:20:00,UPDATE,MR0043058,trabajador,Zona 17,ACTIVA
14832,2026-06-22T01:55:00,UPDATE,0000042615,trabajador,Zona 1,ACTIVA
14833,2026-06-22T23:30:00,UPDATE,0000020126,estudiante,Zona 1,ACTIVA
14834,2026-06-22T06:35:00,UPDATE,TC-00040390,general,Zona 13,ACTIVA
14835,2026-06-22T06:48:00,UPDATE,TC-00038505,adulto_mayor,Zona 10,ACTIVA
14836,2026-06-22T06:04:00,UPDATE,TC-00044719,general,Zona 6,ACTIVA
14837,2026-06-22T13:26:00,UPDATE,TC-00012981,adulto_mayor,Zona 10,ACTIVA
14838,2026-06-22T09:51:00,UPDATE,TC-00030537,estudiante,Zona 18,ACTIVA
14839,2026-06-22T03:11:00,UPDATE,TC-00007629,estudiante,Villa Nueva,ACTIVA
14840,2026-06-22T10:00:00,UPDATE,TC-00014361,estudiante,Zona 18,ACTIVA
14841,2026-06-22T21:19:00,UPDATE,TC-00059876,trabajador,Mixco,ACTIVA
14842,2026-06-22T03:54:00,UPDATE,TC-00017721,trabajador,Mixco,ACTIVA
14843,2026-06-22T06:06:00,UPDATE,TC-00004565,adulto_mayor,Zona 17,ACTIVA
14844,2026-06-22T17:32:00,UPDATE,TC-00053224,general,Zona 9,ACTIVA
14845,2026-06-22T01:38:00,UPDATE,TC-00024037,estudiante,Zona 18,ACTIVA
14846,2026-06-22T05:27:00,UPDATE,SIN-TARJETA,general,Zona 1,ACTIVA
14847,2026-06-22T07:39:00,UPDATE,TC-00027277,estudiante,Santa Catarina Pinula,ACTIVA
14848,2026-06-22T12:49:00,UPDATE,0000015215,general,Zona 11,ACTIVA
14849,2026-06-22T08:28:00,UPDATE,TC-00027798,adulto_mayor,Zona 1,ACTIVA
14850,2026-06-22T20:00:00,UPDATE,TC-00041022,estudiante,Zona 12,ACTIVA
14851,2026-06-22T07:10:00,UPDATE,TC-00004341,trabajador,Zona 13,ACTIVA
14852,2026-06-22T20:03:00,UPDATE,TC-00018706,trabajador,Mixco,ACTIVA
14853,2026-06-22T16:16:00,UPDATE,0000012308,trabajador,Mixco,ACTIVA
14854,2026-06-22T03:39:00,UPDATE,TC-00054629,estudiante,Villa Nueva,ACTIVA
14855,2026-06-22T06:52:00,UPDATE,TC-00027986,general,Zona 12,ACTIVA
14856,2026-06-22T01:39:00,UPDATE,0000045429,general,Zona 4,ACTIVA
14857,2026-06-22T20:22:00,UPDATE,TC-00059098,general,Villa Nueva,ACTIVA
14858,2026-06-22T12:47:00,UPDATE,TC-00002186,general,Zona 9,ACTIVA
14859,2026-06-22T02:32:00,UPDATE,MR0007574,general,Santa Catarina Pinula,ACTIVA
14860,2026-06-22T18:06:00,UPDATE,0000016060,trabajador,Zona 13,ACTIVA
14861,2026-06-22T14:07:00,UPDATE,0000000827,estudiante,Santa Catarina Pinula,ACTIVA
14862,2026-06-22T09:23:00,UPDATE,TC-00001317,trabajador,Zona 1,ACTIVA
14863,2026-06-22T07:49:00,UPDATE,MR0007125,estudiante,Zona 7,ACTIVA
14864,2026-06-22T04:14:00,UPDATE,TC-00003894,estudiante,Zona 7,ACTIVA
14865,2026-06-22T15:53:00,UPDATE,TC-00011005,estudiante,Zona 10,ACTIVA
14866,2026-06-22T00:23:00,UPDATE,TC-00001012,general,Zona 4,ACTIVA
14867,2026-06-22T05:06:00,UPDATE,TC-00024691,trabajador,Zona 12,ACTIVA
14868,2026-06-22T21:01:00,UPDATE,TC-00000166,estudiante,Zona 17,ACTIVA
14869,2026-06-22T02:30:00,UPDATE,0000028071,trabajador,Zona 4,ACTIVA
14870,2026-06-22T03:47:00,UPDATE,MR0012939,estudiante,Zona 18,ACTIVA
14871,2026-06-22T19:29:00,UPDATE,TC-00011924,estudiante,San Miguel Petapa,ACTIVA
14872,2026-06-22T08:52:00,UPDATE,TC-00027969,trabajador,Santa Catarina Pinula,ACTIVA
14873,2026-06-22T08:11:00,UPDATE,0000006108,general,San Miguel Petapa,ACTIVA
14874,2026-06-22T18:22:00,UPDATE,TC-00009163,general,Santa Catarina Pinula,ACTIVA
14875,2026-06-22T12:14:00,UPDATE,TC-00023841,adulto_mayor,Zona 10,ACTIVA
14876,2026-06-22T13:59:00,UPDATE,TC-00001207,adulto_mayor,Zona 11,ACTIVA
14877,2026-06-22T23:50:00,UPDATE,TC-00047680,estudiante,Santa Catarina Pinula,ACTIVA
14878,2026-06-22T14:23:00,UPDATE,TC-00014465,general,Zona 12,ACTIVA
14879,2026-06-22T08:59:00,UPDATE,TC-00001255,general,Zona 7,ACTIVA
14880,2026-06-22T20:37:00,UPDATE,TC-00018897,trabajador,Zona 11,ACTIVA
14881,2026-06-22T04:41:00,UPDATE,TC-00035915,general,Zona 11,ACTIVA
14882,2026-06-22T10:16:00,UPDATE,TC-00028802,general,Zona 6,ACTIVA
14883,2026-06-22T14:24:00,UPDATE,TC-00029110,trabajador,Zona 10,ACTIVA
14884,2026-06-22T19:16:00,UPDATE,TC-00010886,general,Zona 17,ACTIVA
14885,2026-06-22T11:13:00,UPDATE,TC-00001717,estudiante,Zona 13,ACTIVA
14886,2026-06-22T11:22:00,UPDATE,TC-00027196,adulto_mayor,Zona 7,ACTIVA
14887,2026-06-22T15:03:00,UPDATE,0000043949,adulto_mayor,Zona 18,ACTIVA
14888,2026-06-22T13:55:00,UPDATE,TC-00030299,adulto_mayor,Zona 1,ACTIVA
14889,2026-06-22T21:38:00,UPDATE,TC-00044940,adulto_mayor,Zona 10,ACTIVA
14890,2026-06-22T21:35:00,UPDATE,TC-00046950,general,Zona 9,ACTIVA
14891,2026-06-22T11:55:00,UPDATE,TC-00053002,general,Zona 6,ACTIVA
14892,2026-06-22T14:11:00,UPDATE,SIN-TARJETA,adulto_mayor,Villa Nueva,ACTIVA
14893,2026-06-22T06:23:00,UPDATE,0000059528,estudiante,Zona 4,ACTIVA
14894,2026-06-22T23:23:00,UPDATE,TC-00026535,general,Zona 4,ACTIVA
14895,2026-06-22T08:38:00,UPDATE,TC-00057164,trabajador,Zona 1,ACTIVA
14896,2026-06-22T11:15:00,UPDATE,TC-00014563,estudiante,Zona 18,ACTIVA
14897,2026-06-22T21:59:00,UPDATE,TC-00009057,trabajador,Villa Nueva,ACTIVA
14898,2026-06-22T23:51:00,UPDATE,TC-00008975,trabajador,Zona 13,ACTIVA
14899,2026-06-22T05:31:00,UPDATE,0000021310,estudiante,Zona 1,ACTIVA
14900,2026-06-22T14:24:00,UPDATE,0000022646,estudiante,San Miguel Petapa,ACTIVA
14901,2026-06-22T06:26:00,UPDATE,TC-00050292,trabajador,Zona 6,ACTIVA
14902,2026-06-22T05:45:00,UPDATE,0000039834,trabajador,Zona 4,ACTIVA
14903,2026-06-22T22:13:00,UPDATE,TC-00058711,adulto_mayor,Mixco,ACTIVA
14904,2026-06-22T08:34:00,UPDATE,TC-00009279,general,Zona 12,ACTIVA
14905,2026-06-22T06:50:00,UPDATE,0000001001,estudiante,San Miguel Petapa,ACTIVA
14906,2026-06-22T11:49:00,UPDATE,TC-00052237,estudiante,Santa Catarina Pinula,ACTIVA
14907,2026-06-22T09:48:00,UPDATE,TC-00021301,trabajador,Zona 18,ACTIVA
14908,2026-06-22T10:17:00,UPDATE,TC-00037302,adulto_mayor,Zona 7,ACTIVA
14909,2026-06-22T15:40:00,UPDATE,TC-00056405,trabajador,Zona 8,ACTIVA
14910,2026-06-22T00:17:00,UPDATE,0000046228,trabajador,Zona 11,ACTIVA
14911,2026-06-22T16:34:00,UPDATE,MR0051554,adulto_mayor,Zona 4,ACTIVA
14912,2026-06-22T12:59:00,UPDATE,SIN-TARJETA,trabajador,San Miguel Petapa,ACTIVA
14913,2026-06-22T00:08:00,UPDATE,TC-00021755,trabajador,Zona 7,ACTIVA
14914,2026-06-22T08:07:00,UPDATE,TC-00043646,adulto_mayor,Zona 7,ACTIVA
14915,2026-06-22T17:46:00,UPDATE,MR0055270,general,Zona 18,ACTIVA
14916,2026-06-22T18:55:00,UPDATE,TC-00012869,adulto_mayor,Zona 1,ACTIVA
14917,2026-06-22T20:38:00,UPDATE,MR0011365,adulto_mayor,San Miguel Petapa,ACTIVA
14918,2026-06-22T02:20:00,UPDATE,TC-00033505,trabajador,Zona 18,ACTIVA
14919,2026-06-22T11:04:00,UPDATE,SIN-TARJETA,general,Zona 17,ACTIVA
14920,2026-06-22T16:14:00,UPDATE,SIN-TARJETA,adulto_mayor,Zona 12,ACTIVA
14921,2026-06-22T20:10:00,UPDATE,TC-00022153,estudiante,Zona 7,ACTIVA
14922,2026-06-22T07:25:00,UPDATE,TC-00008169,trabajador,Zona 9,ACTIVA
14923,2026-06-22T12:06:00,UPDATE,TC-00044440,adulto_mayor,Zona 6,ACTIVA
14924,2026-06-22T09:22:00,UPDATE,TC-00038812,estudiante,Zona 7,ACTIVA
14925,2026-06-22T00:11:00,UPDATE,TC-00033460,trabajador,Zona 4,ACTIVA
14926,2026-06-22T11:49:00,UPDATE,TC-00048536,adulto_mayor,Zona 8,ACTIVA
14927,2026-06-22T15:08:00,UPDATE,0000046665,estudiante,Zona 10,ACTIVA
14928,2026-06-22T20:38:00,UPDATE,TC-00020114,adulto_mayor,Zona 18,ACTIVA
14929,2026-06-22T14:47:00,UPDATE,TC-00041527,trabajador,Zona 8,ACTIVA
14930,2026-06-22T05:58:00,UPDATE,TC-00011241,trabajador,Zona 6,ACTIVA
14931,2026-06-22T08:32:00,UPDATE,TC-00009376,adulto_mayor,Zona 8,ACTIVA
14932,2026-06-22T07:52:00,UPDATE,TC-00050356,estudiante,Zona 11,ACTIVA
14933,2026-06-22T15:25:00,UPDATE,TC-00035243,adulto_mayor,Zona 1,ACTIVA
14934,2026-06-22T14:21:00,UPDATE,0000039622,general,Zona 8,ACTIVA
14935,2026-06-22T02:44:00,UPDATE,TC-00001458,trabajador,Villa Nueva,ACTIVA
14936,2026-06-22T22:38:00,UPDATE,TC-00008576,trabajador,Zona 7,ACTIVA
14937,2026-06-22T10:38:00,UPDATE,TC-00055494,trabajador,Mixco,ACTIVA
14938,2026-06-22T05:59:00,UPDATE,0000045113,general,Zona 12,ACTIVA
14939,2026-06-22T13:11:00,UPDATE,SIN-TARJETA,general,San Miguel Petapa,ACTIVA
14940,2026-06-22T20:38:00,UPDATE,TC-00032298,estudiante,Zona 11,ACTIVA
14941,2026-06-22T02:38:00,UPDATE,SIN-TARJETA,general,Zona 7,ACTIVA
14942,2026-06-22T03:34:00,UPDATE,TC-00047991,general,San Miguel Petapa,ACTIVA
14943,2026-06-22T01:52:00,UPDATE,SIN-TARJETA,trabajador,Villa Nueva,ACTIVA
14944,2026-06-22T02:23:00,UPDATE,TC-00043212,general,Santa Catarina Pinula,ACTIVA
14945,2026-06-22T12:30:00,UPDATE,TC-00012021,general,Zona 1,ACTIVA
14946,2026-06-22T20:36:00,UPDATE,TC-00046599,trabajador,Zona 6,ACTIVA
14947,2026-06-22T20:10:00,UPDATE,TC-00035225,trabajador,Zona 7,ACTIVA
14948,2026-06-22T06:06:00,UPDATE,TC-00000063,general,Mixco,ACTIVA
14949,2026-06-22T23:27:00,UPDATE,SIN-TARJETA,estudiante,Zona 13,ACTIVA
14950,2026-06-22T00:01:00,UPDATE,0000001422,general,Zona 13,ACTIVA
14951,2026-06-22T08:25:00,UPDATE,TC-00039397,trabajador,Zona 1,ACTIVA
14952,2026-06-22T13:30:00,UPDATE,MR0009158,adulto_mayor,Zona 7,ACTIVA
14953,2026-06-22T10:39:00,UPDATE,TC-00054257,estudiante,Zona 6,ACTIVA
14954,2026-06-22T18:19:00,UPDATE,TC-00035144,general,Zona 4,ACTIVA
14955,2026-06-22T15:41:00,UPDATE,0000054778,adulto_mayor,Zona 9,ACTIVA
14956,2026-06-22T01:24:00,UPDATE,SIN-TARJETA,general,San Miguel Petapa,ACTIVA
14957,2026-06-22T16:46:00,UPDATE,TC-00017881,general,Villa Nueva,ACTIVA
14958,2026-06-22T12:47:00,UPDATE,0000027407,adulto_mayor,Santa Catarina Pinula,ACTIVA
14959,2026-06-22T10:46:00,UPDATE,0000036603,estudiante,Zona 7,ACTIVA
14960,2026-06-22T08:17:00,UPDATE,0000040732,trabajador,San Miguel Petapa,ACTIVA
14961,2026-06-22T15:04:00,UPDATE,TC-00021850,trabajador,Santa Catarina Pinula,ACTIVA
14962,2026-06-22T23:33:00,UPDATE,SIN-TARJETA,adulto_mayor,Zona 18,ACTIVA
14963,2026-06-22T04:18:00,UPDATE,TC-00013696,estudiante,Zona 12,ACTIVA
14964,2026-06-22T20:04:00,UPDATE,0000047818,general,Zona 8,ACTIVA
14965,2026-06-22T00:03:00,UPDATE,TC-00049969,adulto_mayor,Villa Nueva,ACTIVA
14966,2026-06-22T13:07:00,UPDATE,TC-00050539,trabajador,Zona 11,ACTIVA
14967,2026-06-22T02:59:00,UPDATE,TC-00019452,estudiante,Zona 7,ACTIVA
14968,2026-06-22T23:04:00,UPDATE,0000049253,trabajador,Zona 8,ACTIVA
14969,2026-06-22T23:07:00,UPDATE,TC-00040383,general,Mixco,ACTIVA
14970,2026-06-22T01:23:00,UPDATE,TC-00053757,estudiante,Zona 12,ACTIVA
14971,2026-06-22T17:33:00,UPDATE,TC-00048272,adulto_mayor,Mixco,ACTIVA
14972,2026-06-22T04:56:00,UPDATE,TC-00058739,estudiante,Zona 13,ACTIVA
14973,2026-06-22T20:57:00,UPDATE,TC-00029093,general,Mixco,ACTIVA
14974,2026-06-22T19:39:00,UPDATE,0000054678,general,Zona 7,ACTIVA
14975,2026-06-22T22:08:00,UPDATE,TC-00000543,adulto_mayor,Zona 11,ACTIVA
14976,2026-06-22T15:33:00,UPDATE,TC-00059422,adulto_mayor,Zona 17,ACTIVA
14977,2026-06-22T12:36:00,UPDATE,TC-00005509,estudiante,Zona 10,ACTIVA
14978,2026-06-22T18:45:00,UPDATE,0000040598,estudiante,Zona 9,ACTIVA
14979,2026-06-22T11:36:00,UPDATE,TC-00059032,estudiante,Zona 9,ACTIVA
14980,2026-06-22T17:04:00,UPDATE,0000007453,general,Zona 10,ACTIVA
14981,2026-06-22T07:03:00,UPDATE,SIN-TARJETA,trabajador,Zona 18,ACTIVA
